sequence_id,gesture0,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture_true,Usage,all_sensors
ANON_002909,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Neck - scratch,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Private,True
ANON_002110,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Private,False
ANON_002662,Write name on leg,Write name on leg,Write name on leg,Text on phone,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Text on phone,Text on phone,Write name on leg,Write name on leg,Write name on leg,Neck - scratch,Neck - pinch skin,Neck - scratch,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Public,False
ANON_002657,Forehead - scratch,Forehead - scratch,Forehead - scratch,Text on phone,Forehead - scratch,Forehead - scratch,Text on phone,Text on phone,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Public,False
ANON_002783,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Public,True
ANON_001225,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,True
ANON_002690,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - scratch,Neck - scratch,Above ear - pull hair,Private,False
ANON_003090,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_002921,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,True
ANON_002661,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,False
ANON_001462,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Glasses on/off,Glasses on/off,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,False
ANON_001799,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Public,False
ANON_003152,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Private,True
ANON_000352,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,False
ANON_001998,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Public,True
ANON_002612,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Private,False
ANON_001111,Forehead - scratch,Forehead - scratch,Forehead - pull hairline,Forehead - scratch,Forehead - pull hairline,Forehead - pull hairline,Forehead - scratch,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - scratch,Forehead - scratch,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Above ear - pull hair,Private,False
ANON_000645,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,False
ANON_002267,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_002266,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,True
ANON_000947,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Public,False
ANON_002154,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Write name on leg,Write name on leg,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Private,True
ANON_000086,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,True
ANON_000167,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,False
ANON_002788,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Write name on leg,Write name on leg,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Private,True
ANON_002307,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - pinch skin,Public,False
ANON_001963,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_001593,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Forehead - pull hairline,Forehead - pull hairline,Write name on leg,Write name on leg,Pull air toward your face,Neck - scratch,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_000706,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,True
ANON_001243,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Public,True
ANON_001477,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Private,True
ANON_000997,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Public,True
ANON_002981,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Private,False
ANON_000638,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Public,False
ANON_000673,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Public,False
ANON_002269,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_002396,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Public,True
ANON_000239,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Private,True
